Jishō 4 fourth month 9th day	http://datetime.hutime.org/date/2152178
Minamoto Yorimasa	https://en.wikipedia.org/wiki/Minamoto_no_Yorimasa
Taira Kiyomori	https://en.wikipedia.org/wiki/Taira_no_Kiyomori
